Vessel,Days,horus,1176,1152,1128,1104,1080,1056,1032,1008,984,960,936,912,888,864,840,816,792,768,744,720,696,672,648,624,600,576,552,528,504,480,456,432,408,384,360,336,312,288,264,240,216,192,168,144,120,96,72,48,24,
120:04M,20,480,,,,,,,,,,,,,,,,,,,,,,,-1,-0.3,-0.8,0,0.1,1.9,2.6,3.4,3.7,6.7,8.9,9.7,12.4,15.7,17.9,,,,,,,,,,,,,15
120:05M,5,120,,,,,,,,,-1.5,-1.2,-1.1,-0.9,-0.8,-0.4,-0.1,0.5,1.1,2,3.2,4.5,5.2,6.6,7.9,9.8,10.4,12.6,13.8,15,16.2,16.7,18.5,21.1,21.6,,,,,,,,,,,,,,,,,25
120:06M,36,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.1,-0.1,1,1.2,2.7,3.9,5,5.5,7.8,8.8,11.2,13,13
120:07M,50,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,12.2,15.7,3
120:07M,20,480,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.1,-1,-0.4,0.2,0.9,1.3,1.7,2.7,3.6,4.4,6,7.8,9.9,11.8,15.8,18.1,20.2,20.7,,,,,,,,,19
120:08M,4,96,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,-0.2,0.6,1.1,-1,2.3,3.5,4.9,6,8.1,9.8,13,15,17,17.5,19.8,20.5,20.8,,,,,,18
120:08M,51,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,10.5,14.5,3
120:09M,30,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,-1,-0.8,0.2,1.3,0.7,3.4,3.5,4.7,5.6,7.6,9.5,11.6,13.2,17.2,18.2,20.5,,17
120:10M,33,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,-0.7,0.4,1.6,2.6,3.9,4.5,6.7,8.4,10.7,11.4,16.2,12.5,18.9,,14
160:01K,16,384,,,,,,,,,,,,,,,,,,-1,-0.8,-0.7,-0.8,0.2,0.9,1.6,1.5,2.8,3.2,4.4,5.2,6.1,7.3,9.2,12.8,14.2,16.9,21,,,,,,,,,,,,,,19
160:02K,18,432,,,,,,,,,,,,,,,,,,,,-1.2,-1,-0.6,0,0.1,-0.6,1.2,-0.6,0.2,0.9,1.3,2.1,3.2,5.2,6.2,8.1,10.6,13.5,18.2,,,,,,,,,,,,19
160:03K,25,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1,-0.7,-0.1,-0.8,2.2,2.4,5.4,4,5.9,9.3,13,17.4,19.1,,,,,,,,,14
160:03K,25,600,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,1
160:04K,22,528,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.8,-0.4,0,1.6,2.8,3.4,4.8,7.2,11.1,12.5,16.9,,,,,,,,,,,,,,,12
160:04K,43,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,2.1,3.6,5.6,7,11.7,15.2,18.6,19.3,,,,,9
160:05L,30,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-0.3,0,-0.6,0.8,0.6,1.6,1.5,2.5,3.2,6.1,7.1,9.9,11.3,17,18.4,19.7,20.7,18
160:06L,32,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,-0.1,0.6,2.1,3.6,4.1,7.8,9.4,14,17.9,10
160:07L,38,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-1.2,-0.4,0.5,2.1,2.9,6.8,9.8,12.6,16.5,10
160:07L,17,408,,,,,,,,,,,,,,,,,,,,-1.7,-1.3,-0.7,0.1,-0.3,-0.1,0.9,1.4,2.6,3.6,4.4,5.7,7.6,10.1,12.1,13.6,,,,,,,,,,,,,,,16
160:08L,30,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.3,-0.4,0.5,1.9,2.3,5.5,7.8,9.7,12.6,10
160:08L,18,432,,,,,,,,,,,,,,,,,,,,-1.3,-0.9,-0.1,0.8,0.3,1.1,2.7,4.4,6.4,8.2,9.8,12.3,15.7,18.4,19,20.1,,,,,,,,,,,,,,,16
216:08L,36,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.1,-0.5,0.7,1.9,2.4,3.8,4.4,6.9,8.4,,,10
AM0105,4,96,,,,,,,,,,,,,,,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,2
BC1496,40,960,,,,-1.8,-1.6,,,,-1.3,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
BC1498,40,960,,,,,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BC CUVE 1,46,1104,,,,0.4,0.5,0.5,,,0.76,,,,0.6,,,,0.7,0.7,1,0.9,,,,1,,,1.4,,1.6,1.8,1.9,,,3.2,3.1,3.7,4.9,,8.4,15.8,,21.5,,22,22.1,,,,,23
CO0003,35,840,,,,1,,,,,0.8,,,,2.1,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
CO0004,35,840,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,6.7,7.4,,,11,12.9,,,,,,,,,,,,,,,5
CO1203,46,1104,,,,0.7,,,,,0.6,,,,2,,,,2.6,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
CUVE2,36,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,1.3,14.1,4.6,,16.3,19.6,,,,,6
CUVE 3,20,480,,,,,,,,,,-1.2,-1.2,-1.2,-1.2,,,-1.1,-1.1,-1.1,-0.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
KGCO02,35,840,,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KGCO03,4,96,,,,,,,,,-2.4,,,,-2.3,,,,-1.4,,-2,,,,,,,,0.4,,,3.8,5.2,,,10,11.5,,,,,,,,,,,,,,,9
KGMV03,46,1104,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KGMV05,46,1104,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KGMV06,49,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,7.1,7.8,,,9.9,10.5,11.2,12.1,,13.6,14.7,15.6,16.6,,19.8,21.3,,,,,13
KGMV11,42,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,1
KGMV12,49,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,8.8,9,,,10.5,11.1,11.9,12.7,,14.8,16.1,17.4,19.1,,22.2,22.7,,,,,13
KGMV13,46,1104,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KGMV14,49,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,8.8,9.2,,,10.6,11.2,12.1,12.9,,14.8,16,17.2,18.8,,21.8,22.5,,,,,13
KGMV17,4,96,,,,,,,,,-2.1,,,,-2.3,,,,-2.1,,-2.1,,,,,,,,-1.6,,,-0.6,-0.3,,,1.6,2.3,3.3,4.7,,8.2,11.8,14.1,19.4,,,,,,,,15
KGMV18,4,96,,,,,,,,,-2.1,,,,-2.2,,,,-2.2,,-1.9,,,,,,,,-1.9,,,-0.6,-0.1,,,1.9,2.8,3.9,5.3,,9.1,12.6,16.5,19.7,,,,,,,,15
KGMV19,49,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,8.6,9.1,,,10.3,11,11.9,12.9,,14.7,16,17.5,19.2,,22.2,22.5,,,,,13
KGMV20,46,1104,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KGMV21,41,984,,,,,,,,,,,,,,,,,-1.4,,-0.1,,,,,1.4,,,2.4,,,5.1,6.2,,,9.5,11.1,12.8,15.8,,20.6,21.3,21.3,21.4,,,,,,,,14
MVFP01,24,576,,,,,,,,,,,,,-1.1,,,-1,-1,-1.1,-1.2,-0.4,,-0.9,-0.4,3.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,,10
MVFP02,51,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
MVFP03,51,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,1
MVFP05,28,672,,,,,,,,,,,,,,,,-1.3,-1.3,-1.1,-1.4,-0.6,,-1.3,-1.1,-1.2,-0.7,,6.4,,,,,,,,,,,,,,,,,,,,,,,10
MVFP06,28,672,,,,,,,,,,,,,,,,-1.3,-1.1,-1,-1.4,-1,,,-1.1,-1.1,-0.8,,2.5,,,,,,,,,,,,,,,,,,,,,,,9
MVFP07,24,576,,,,,,,,,,,,,-1,,,-0.8,-0.8,-0.8,-1.2,-0.8,,-1,-0.5,0.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,10
MVFP08,27,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.5,-1.2,-1.2,-1.3,-1.1,-0.5,1.2,2.7,4.1,6.3,11.3,12.8,14.8,16.3,22.2,24,,,,17
MVFP09,47,1128,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,,-1.5,,,-1.4,-1.5,-1.5,-1.4,-1.5,-1.3,-1.4,-1.3,-1,-1.4,-0.8,0.4,0.5,2.8,7.1,14.4,23,26.4,25.7,,21
NV0423,17,408,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,-1.6,,,,,,,,,-1.3,,,,,,,,,,,,,,3
NV0624,17,408,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,2
PT02,23,552,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,0.6,,,,,,,,,,,,,,,,,,,,2
PT05,51,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,1
PT07,9,216,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,-0.6,,,,,,,,,,,,,,,,,,,,2
PTCO601,35,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,9,,,12.3,13.6,15.4,,,,,,,,,,,,,,5
PTCO602,46,1104,,,,-1.2,,,,,-0.7,,,,-0.2,,,,,,1,,,,,,,,4.2,,,5.4,5.8,,,7.1,8,8.8,,,11.5,13.3,14.1,15.7,,20.2,,,,,,15
Pick Bin 1,24,576,,,,,,,,,,,,,-0.9,,,-1,-1,-0.9,-1,-0.7,,,-0.4,-0.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,9
VCBC01,41,984,,,,,,-1.6,,,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
VCBC01,52,1248,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VCBC02,42,1008,,,,-1.3,,-1.2,,,-1.3,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
VCBC05,40,960,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VCBC05,52,1248,,,,,,,,,,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VCBC05,52,1248,,,,,,,,,,,,,,,,,-0.5,,-0.3,,,,,0.1,,,0.8,,,1.9,2.3,,,3.8,4.6,5.6,8.2,,9.8,17.9,19.9,20.5,,20.2,20.7,,,,,16
VCBC07,34,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.3,2.4,0.7,,3,4.4,,,,,6
VCBC08,41,984,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VCBC08,46,1104,,,,,,,,,,,,,1,,,,1.3,,1.6,,,,,2.2,,,3,,,4.3,4.9,,,6.7,7.8,9.1,12.1,,18.1,20.4,21.4,21.8,,21.4,21.8,,,,,17
VCBC09,52,1248,,,,0,,0,,,,,,,0.3,,,,0.5,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
VCBC09,52,1248,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.8,0.8,,,1.1,1.4,2.2,,,5,7.2,9.6,12.6,,19.7,20.9,,,,,12
VCBC11,46,1104,,,,-0.4,,,,,-0.2,,,,,,,,,,,,,,,-1.8,,,-1.6,,,-0.9,-0.6,,,0.9,1.8,2.5,,,8,13,18.2,21,,21.9,22,,,,,15
VCDD01,49,1176,,4.5,4.5,,,4.7,,,,5,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,5
VCDD01,49,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,7.8,8.2,,,9.4,9.7,11.3,11.7,,15.8,17.6,20,21.4,,22.7,22.7,,,,,13
VCSL01,35,840,,,,1.1,,,,,1.7,,,,2.2,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
VCSL05,35,840,,,,0.6,,,,,0.8,,,,1.8,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
